,class,message
716,spam,TBSPERSOLVO been chasing us since Sept for38 definitely not paying now thanks to your information We will ignore them Kath Manchester
717,spam,You are awarded a SiPix Digital Camera call 09061221061 from landline Delivery within 28days T Cs Box177 M221BP 2yr warranty 150ppm 16  p p399
718,spam,URGENT Your mobile was awarded a 1
719,spam,You are a winner U have been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810
720,legit,Hello Just got here
721,legit,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full  im still waitin 4 1 Pete x
722,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won Just answer 4 easy questions Play Now Send HMV to 86688 More infowww100percentrealcom
723,spam,SIX chances to win CASH From 100 to 20
724,legit,Going on nothing greatbye
725,legit,Thanks for looking out for me I really appreciate
726,spam,What do U want for Xmas How about 100 free text messages  a new video phone with half price line rental Call free now on 0800 0721072 to find out more
727,spam,Dear Voucher Holder
728,legit,Kkwhat are detail you want to transferacc no enough
729,legit,The wine is flowing and im i have nevering
730,legit,What time you coming down later 
731,spam,You are being ripped off Get your mobile content from wwwclubmobycom call 08717509990 polytruePixRingtonesGames six downloads for only 3
732,legit,Lolnice I went from a fish to water
733,legit,Surely result will offer
734,spam,For ur chance to win a 250 cash every wk TXT ACTION to 80608 TsCs wwwmovietriviatv custcare 08712405022
735,legit,Ok There may be a free gym about
736,spam,Ur balance is now 600 Next question Complete the landmark
737,spam,Free entry in 2 a weekly comp for a chance to win an ipod Txt POD to 80182 to get entry std txt rate TCs apply 08452810073 for details 18
738,legit,Ill call u 2mrw at ninish
739,legit,Today is song dedicated day Which song will u dedicate for me Send this to all ur valuable frnds but first rply me
740,spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
741,legit,I am great How are you
742,spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs
743,legit,hi baby im cruisin with my girl friend what r u up 2 give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
744,legit,Ok no prob Take ur time
745,spam,FREERingtone Reply REAL or POLY eg REAL1 1 PushButton 2 DontCha 3 BabyGoodbye 4 GoldDigger 5 WeBeBurnin 1st tone FREE and 6 more when u join for 3wk
746,legit,Dear we got  lt
747,legit,Then why no one talking to me
748,legit,my exwife was not able to have kids Do you want kids one day
749,spam,4mths half price Orange line rental  latest camera phones 4 FREE Had your phone 11mths Call MobilesDirect free on 08000938767 to update now or2stoptxt TCs
750,spam,Urgent Please call 09066612661 from landline 5000 cash or a luxury 4 Canary Islands Holiday await collection TCs SAE award 20M12AQ 150ppm 16 
751,legit,Same here
752,legit,Boooo you always work Just quit
753,legit,Dear good morning now only i am up
754,spam,ROMCAPspam Everyone around should be responding well to your presence since you are so warm and outgoing You are bringing in a real breath of sunshine
755,spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddycom TXT ONE name to 89693
756,legit,Well am officially in a philosophical hole
757,spam,URGENT You have won a 1 week FREE membership in our 100
758,spam,Dear 0776xxxxxxx Uve been invited to XCHAT This is our final attempt to contact u Txt CHAT to 86688 150pMsgrcvdHGSuite3422LandsRowW1J6HL LDN 18yrs
759,legit,Hai ana tomarrow am coming on morning  ltDECIMALgt  ill be there in sathy then we ll go to RTO office Reply me after came to home
760,spam,Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800
761,spam,URGENT We are trying to contact U Todays draw shows that you have won a 800 prize GUARANTEED Call 09050003091 from land line Claim C52 Valid12hrs only
762,spam,network operator The service is free For T  Cs visit 80488biz
763,spam,Your account has been credited with 500 FREE Text Messages To activate
764,spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow With 300 free minutes to any mobile  100 free texts  Free Camcorder reply or call 08000930705
765,spam,SMS SERVICES for your inclusive text credits
766,spam,Todays Offer Claim ur 150 worth of discount vouchers Text YES to 85023 now SavaMob
767,spam,Double Mins  1000 txts on Orange tariffs Latest Motorola
768,spam,Summers finally here Fancy a chat or flirt with sexy singles in yr area To get MATCHED up just reply SUMMER now Free 2 Join OptOut txt STOP Help08714742804
769,spam,Hard LIVE 121 chat just 60pmin Choose your girl and connect LIVE Call 09094646899 now Cheap Chat UKs biggest live service VU BCM1896WC1N3XX
770,spam,How about getting in touch with folks waiting for company Just txt back your NAME and AGE to opt in Enjoy the community 150pSMS
771,spam,Forwarded from 88877FREE entry into our 250 weekly comp just send the word ENTER to 88877 NOW 18 TC wwwtextcompcom
772,spam,Camera  You are awarded a SiPix Digital Camera call 09061221066 fromm landline Delivery within 28 days
773,spam,FreeMsg Hey U
774,spam,Hello We need some posh birds and chaps to user trial prods for champneys Can i put you down I need your address and dob asap Ta r
775,legit,K
776,spam,sports fans  get the latest sports news str 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 wwwgetzedcouk 0870141701216 norm 4txt120p 
777,legit,Im leaving my house now
778,legit,Ok lar i double check wif da hair dresser already he said wun cut v short He said will cut until i look nice
779,spam,December only Had your mobile 11mths You are entitled to update to the latest colour camera mobile for Free Call The Mobile Update Co FREE on 08002986906
780,spam,Bloomberg Message center 447797706009 Why wait Apply for your future httpcareers bloombergcom
781,legit,Cos i want it to be your thing
782,spam,Are you unique enough Find out from 30th August wwwareyouuniquecouk
783,legit,Where are you lover  I need you 
784,spam,Customer service announcement We recently tried to make a delivery to you but were unable to do so
785,legit,Yup
786,spam,We currently have a message awaiting your collection To collect your message just call 08718723815
787,spam,Get 3 Lions England tone
788,spam,TheMob Check out our newest selection of content
789,legit,Nah its straight
790,legit,Just forced myself to eat a slice Im really not hungry tho This sucks Mark is getting worried He knows Im sick when I turn down pizza Lol
791,spam,Reminder You have not downloaded the content you have already paid for Goto httpdoit mymoby tv to collect your content
792,legit,Yar lor wait 4 my mum 2 finish sch then have lunch lor I whole morning stay at home clean my room now my room quite clean Hee
793,legit,see
794,legit,Well imma definitely need to restock before thanksgiving
795,spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
796,legit,Hi i wont b ard 4 christmas But do enjoy n merry xmas
797,spam,Final Chance Claim ur 150 worth of discount vouchers today Text YES to 85023 now SavaMob
798,spam,SMS ac JSco Energy is high
799,spam,Free Msg get Gnarls Barkleys Crazy ringtone TOTALLY FREE just reply GO to this message right now
800,spam,Free Top ringtone sub to weekly ringtoneget 1st week freesend SUBPOLY to 816183 per weekstop sms08718727870
801,spam,Win the newest Harry Potter and the Order of the Phoenix Book 5 reply HARRY
802,spam,SMSSERVICES for yourinclusive text credits
803,spam,URGENT We are trying to contact U Todays draw shows that you have won a 800 prize GUARANTEED Call 09050003091 from land line Claim C52 Valid 12hrs only
804,legit,Ive been searching for the right words to thank you for this breather I promise i wont take your help for granted and will fulfil my promise You have been wonderful and a blessing at all times
805,spam,Urgent call 09061749602 from Landline Your complimentary 4 Tenerife Holiday or 10
806,spam,FREE for 1st week No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates zed POBox 36504 W45WQ norm150ptone 16
807,spam,Romantic Paris 2 nights
808,legit,Hmmm  I thought we said 2 hours slave
809,legit,This pay is  ltDECIMALgt  lakhs
810,spam,Dear Subscriber ur draw 4 100 gift voucher will b entered on receipt of a correct ans When was Elvis Presleys Birthday TXT answer to 80062
811,legit,Tired I havent slept well the past few nights
812,spam,500 New Mobiles from 2004
813,spam,Todays Vodafone numbers ending with 4882 are selected to a receive a 350 award If your number matches call 09064019014 to receive your 350 award
814,legit,K Did you call me just now ah 
815,legit,10 min later k
816,spam,Valentines Day Special Win over 1000 in our quiz and take your partner on the trip of a lifetime Send GO to 83600 now 150pmsg rcvd CustCare08718720201
817,spam,GENT We are trying to contact you Last weekends draw shows that you won a 1000 prize GUARANTEED Call 09064012160 Claim Code K52 Valid 12hrs only 150ppm 
818,spam,SplashMobile Choose from 1000s of gr8 tones each wk This is a subscrition service with weekly tones costing 300p U have one credit  kick back and ENJOY
819,spam,Goal Arsenal 4 Henry
820,legit,Waiting for your call
821,spam,Bloomberg Message center 447797706009 Why wait Apply for your future httpcareers bloombergcom
822,legit,Love it Daddy will make you scream with pleasure I am going to slap your ass with my dick
823,legit,Sorry
824,legit,Thats cool i am a gentleman and will treat you with dignity and respect
825,legit,Dear i have reache room
826,legit,It will stop on itself I however suggest she stays with someone that will be able to give ors for every stool
827,legit,Ah poop Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
828,spam,Congrats 2 mobile 3G Videophones R yours call 09063458130 now videochat wid ur mates
829,spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you
830,spam,FreeMsgFeelin kinda lnly hope u like 2 keep me company Jst got a cam moby wanna c my picTxt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
831,legit,So why didnt you holla
832,spam,Someone has conacted our dating service and entered your phone because they fancy youTo find out who it is call from landline 09111030116 PoBox12n146tf15
833,legit,Im so in love with you Im excited each day i spend with you You make me so happy
834,spam,Do you ever notice that when youre driving
835,spam,Back 2 work 2morro half term over Can U C me 2nite 4 some sexy passion B4 I have 2 go back Chat NOW 09099726481 Luv DENA Calls 1minMobsmoreLKPOBOX177HP51FL
836,spam,Great NEW Offer  DOUBLE Mins  DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE Call MobileUpd8 free on 08000839402 NOW or 2stoptxt TCs
837,spam,83039 62735450 UK Break AccommodationVouchers terms  conditions apply 2 claim you mustprovide your claim number which is 15541 
838,legit,No da if you run that it activate the full version da
839,spam,Someone U know has asked our dating service 2 contact you Cant Guess who CALL 09058097189 NOW all will be revealed POBox 6
840,spam,Bored of speed dating Try SPEEDCHAT
841,legit,Finished class where are you
842,legit,Keep yourself safe for me because I need you and I miss you already and I envy everyone that sees you in real life
843,spam,You are a winner you have been specially selected to receive 1000 cash or a 2000 award Speak to a live operator to claim call 087147123779am7pm Cost 10p
844,spam,Wanna have a laugh Try CHITCHAT on your mobile now Logon by txting the word CHAT and send it to No 8883 CM PO Box 4217 London W1A 6ZF 16 118pmsg rcvd
845,spam,XMAS Prize draws We are trying to contact U Todays draw shows that you have won a 2000 prize GUARANTEED Call 09058094565 from land line Valid 12hrs only
846,legit,Macha dont feel upseti can assume your mindsetbelieve me one evening with me and i have some wonderful plans for both of usLET LIFE BEGIN AGAINcall me anytime
847,legit,Let me know when youve got the money so carlos can make the call
848,spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200  get FREE access for 24 hrs then chrgd50p per day txt Stop 2exit This msg is free
849,spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations wwwphb1com ph08700435505150p
850,spam,As a registered optin subscriber ur draw 4 100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts
851,spam,If you dont
852,legit,Well
853,legit,Neva mind its ok
854,spam,URGENT We are trying to contact you Last weekends draw shows that you have won a 900 prize GUARANTEED Call 09061701851 Claim code K61 Valid 12hours only
855,spam,PRIVATE Your 2003 Account Statement for 07815296484 shows 800 unredeemed SIM points Call 08718738001 Identifier Code 41782 Expires 181104 
856,spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow With 200 FREE minutes to any mobile  100 FREE text  FREE camcorder Reply or Call 8000930705
857,spam,Sorry U can not unsubscribe yet THE MOB offer package has a min term of 54 weeks pls resubmit request after expiry Reply THEMOB HELP 4 more info
858,spam,PRIVATE Your 2003 Account Statement for shows 800 unredeemed S I M points Call 08715203694 Identifier Code 40533 Expires 311004
859,legit,Tension ahwhat machiany problem
860,spam,cmon babe
861,legit,Hi You just spoke to MANEESHA V Wed like to know if you were satisfied with the experience Reply Toll Free with Yes or No
862,spam,You are being contacted by our dating service by someone you know To find out who it is
863,spam,Babe U want me dont u baby Im nasty and have a thing 4 filthyguys Fancy a rude time with a sexy bitch How about we go slo n hard Txt XXX SLO4msgs
864,legit,Then mums repent how
865,spam,Congrats 2 mobile 3G Videophones R yours call 09063458130 now videochat wid ur mates
866,legit,Were gonna go get some tacos
867,legit,Hmmm Guess we can go 4 kb n power yoga Haha
868,legit,Cool So how come you havent been wined and dined before
869,legit,Its a part of checking IQ
870,legit,You made my day Do have a great day too
871,spam,Todays Offer Claim ur 150 worth of discount vouchers Text YES to 85023 now SavaMob
872,spam,Ur ringtone service has changed 25 Free credits Go to club4mobilescom to choose content now Stop txt CLUB STOP to 87070 150pwk Club4 PO Box1146 MK45 2WT
873,spam,RCT THNQ Adrian for U text Rgds Vatian
874,legit,Ya srsly better than yi tho
875,legit,I like you peoples very much but am very shy pa
876,legit,Hurt me Tease me Make me cry But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U HAVE A NICE DAY BSLVYL
877,spam,Congrats 1 year special cinema pass for 2 is yours call 09061209465 now C Suprman V
878,spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth 3350 only with The Scotsman this Saturday To stop go2 notxtcouk
879,spam,Got what it takes 2 take part in the WRC Rally in Oz U can with Lucozade Energy Text RALLY LE to 61200 25p
880,legit,LOL  Have you made plans for new years
881,spam,Youve won tkts to the EURO2004 CUP FINAL or 800 CASH
882,legit,Text her If she doesnt reply let me know so i can have her log in
883,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am11pm as you have WON a guaranteed 1000 cash or 5000 prize
884,legit,Good stuff
885,legit,Wheres my boytoy I miss you  What happened
886,spam,Latest Nokia Mobile or iPOD MP3 Player 400 proze GUARANTEED Reply with WIN to 83355 now Norcorp Ltd1
887,legit,Same Wana plan a trip sometme then
888,legit,Hi its Kate how is your evening I hope i can see you tomorrow for a bit but i have to bloody babyjontet Txt back if u can  xxx
889,spam,Sunshine Quiz Wkly Q Win a top Sony DVD player if u know which country the Algarve is in Txt ansr to 82277 150 SPTyrone
890,legit,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish So i thought to finish off aunties and uncles 1st
891,spam,FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone Help 0845 2814032 16 after 1st free
892,spam,TheMobHit the link to get a premium Pink Panther game
893,spam,87077 Kick off a new season with 2wks FREE goals  news to ur mobile Txt ur club name to 87077 eg VILLA to 87077
894,legit,Thanx
895,legit,Okie
896,spam,WOW The Boys R Back TAKE THAT 2007 UK Tour Win VIP Tickets  prebook with VIP Club Txt CLUB to 81303 Trackmarque Ltd infovipclub4u
897,legit,My sister in law
898,legit,Oh is it Send me the address
899,spam,We have new local dates in your area  Lots of new people registered in YOUR AREA Reply DATE to start now 18 only wwwflirtpartyus REPLYS150
900,legit,Going to take your babe out 
901,legit,Sindu got job in birla soft 
902,spam,URGENT Your Mobile number has been awarded with a 2000 prize GUARANTEED Call 09058094455 from land line Claim 3030 Valid 12hrs only
903,legit,I only haf msn Its yijuehotmailcom
904,spam,FREE for 1st week No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates wwwgetzedcouk POBox 36504 W45WQ norm150ptone 16
905,spam,Free entry in 2 a weekly comp for a chance to win an ipod Txt POD to 80182 to get entry std txt rate TCs apply 08452810073 for details 18
906,legit,None of thats happening til you get here though
907,legit,He is there You call and meet him
908,legit,Sorry
909,spam,Dear Voucher holder Have your next meal on us Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp
910,spam,Call 09094100151 to use ur mins Calls cast 10pmin mob vary Service provided by AOM
911,spam,HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd
912,spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS INDIA CUST SERVs SED YES L8ER GOT MEGA BILL 3 DONT GIV A SHIT BAILIFF DUE IN DAYS I O 250 3 WANT 800
913,legit, wait 4 me in sch i finish ard 5
914,legit,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx
915,legit,Dude ive been seeing a lotta corvettes lately
916,spam,Thanks for your ringtone order
917,legit,Pls send me a comprehensive mail about who im paying
918,legit,Imagine you finally get to sink into that bath after I have put you through your paces
919,legit,All was well until slightly disastrous class this pm with my fav darlings Hope day off ok Coffee wld be good as cant stay late tomorrow Same time  place as always
920,legit,Just got up have to be out of the room very soon  i hadnt put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7 wahay another hour in bed
921,legit,K fyi x has a ride early tomorrow morning but hes crashing at our place tonight
922,legit,There are many company Tell me the language
923,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am11pm as you have WON a guaranteed 1000 cash or 5000 prize
924,legit,Sun cant come to earth but send luv as rays cloud cant come to river but send luv as rain I cant come to meet U
925,spam,Thanks for your subscription to Ringtone UK your mobile will be charged 5month Please confirm by replying YES or NO If you reply NO you will not be charged
926,legit,Its fine
927,spam,Moby Pub QuizWin a 100 High Street prize if u know who the new Duchess of Cornwall will be Txt her first name to 82277unsub STOP 150 008704050406 SP
928,legit,This is an invite to book your first Covid19 vaccination For patients unable to book via this system you wil recieve a follow up phone call from us
929,legit,Oic I saw him too but i tot he din c me I found a group liao
930,legit,Your brother is a genius
931,spam,No 1 Nokia Tone 4 ur mob every week Just txt NOK to 87021 1st Tone FREE  so get txtin now and tell ur friends 150ptone 16 reply HL 4info
932,legit,I am in tirupur da
933,legit,No callsmessagesmissed calls
934,legit,No problem How are you doing
935,spam,LORD OF THE RINGSRETURN OF THE KING in store NOWREPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate Reply STOP to end txts
936,legit,Sno competition for him
937,legit,Aiyo U always c our ex one I dunno abt mei
938,spam,Someonone you know is trying to contact you via our dating service To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch 
939,spam,Want 2 get laid tonight Want real Dogging locations sent direct 2 ur Mob Join the UKs largest Dogging Network by txting MOAN to 69888Nyt ec2a 31pmsg150p
940,legit,Did I forget to tell you  I want you 
941,spam,PRIVATE Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points To claim call 08719180248 Identifier Code 45239 Expires
942,legit,Easy ahsen got selected means its good
943,legit,Usf I guess
944,spam,You wont believe it but its true Its Incredible Txts Reply G now to learn truly amazing things that will blow your mind From O2FWD only 18ptxt
945,spam,URGENT Your Mobile number has been awarded a UKP2000 prize GUARANTEED Call 09061790125 from landline Claim 3030 Valid 12hrs only 150ppm
946,legit,They dont put that stuff on the roads to keep it from getting slippery over there
947,spam,For ur chance to win a 250 cash every wk TXT ACTION to 80608 TsCs wwwmovietriviatv custcare 08712405022
948,legit,Ahhh Work I vaguely remember that What does it feel like Lol
949,legit,I am in officewhats the mattermsg me nowi will call you at break
950,spam,Call Germany for only 1 pence per minute Call from a fixed line via access number 0844 861 85 85 No prepayment Direct access
951,legit,You will be in the place of that man
952,spam,Call from 08702490080  tells u 2 call 09066358152 to claim 5000 prize U have 2 enter all ur mobile  personal details  the prompts Careful
953,legit,Oooh bed ridden ey What are YOU thinking of
954,spam,Message Important information for O2 user Today is your lucky day 2 find out why log onto httpwwwurawinnercom there is a fantastic surprise awaiting you
955,spam,Ur cashbalance is currently 500 pounds  to maximize ur cashin now send GO to 86688 only 150pmsg CC 08718720201 HGSuite3422Lands RowW1J6HL
956,legit,No callsmessagesmissed calls
957,legit,Well i know Z will take care of me So no worries
958,legit,Haha get used to driving to usf man
959,spam,Do you want a new Video phone 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
960,legit,K
961,spam,CALL 09090900040  LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR sic LISTENING 60P MIN 247MP 0870753331018
962,spam,Fancy a shag I doInterested sextextukcom txt XXUK SUZY to 69876 Txts cost 150 per msg TnCs on website X
963,spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow With 200 FREE minutes to any mobile  100 FREE text  FREE camcorder Reply or Call 08000930705
964,spam,You are a 1000 winner or Guaranteed Caller Prize
965,legit,Yes see ya not on the dot
966,legit,I wil be there with in  lt
967,spam,0ANETWORKS allow companies to bill for SMS
968,spam,You have an important customer service announcement Call FREEPHONE 0800 542 0825 now
969,legit,Sorry
970,spam,Eerie Nokia tones 4u
971,spam,You have WON a guaranteed 1000 cash or a 2000 prize To claim yr prize call our customer service representative on 08714712394 between 10am7pm
972,legit,How long has it been since you screamed
973,spam,URGENT Your 4 Costa Del Sol Holiday or 5000 await collection Call 09050090044 Now toClaim SAE
974,spam,No 1 Nokia Tone 4 ur mob every week Just txt NOK to 87021 1st Tone FREE  so get txtin now and tell ur friends 150ptone 16 reply HL 4info
975,legit,I taught that Ranjith sir called me So only i sms like that Becaus hes verifying about project Prabu told today so only pa dont mistake me
976,legit,Lol no U can trust me
977,spam,Free Msg RingtoneFrom httptms widelivecomindex wmlid1b6a5ecef91ff937819firsttrue180430JUL05
978,spam,URGENT We are trying to contact U Todays draw shows that you have won a 800 prize GUARANTEED Call 09050001808 from land line Claim M95 Valid12hrs only
979,legit,Yeah I think my usual guys still passed out from last night
980,spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk
981,legit,Meet after lunch la
982,spam,Collect your VALENTINES weekend to PARIS inc Flight  Hotel  200 Prize guaranteed Text PARIS to No 69101 wwwrtfsphostingcom
983,spam,This is the 2nd time we have tried to contact u U have won the 1450 prize to claim just call 09053750005 b4 310303 TCsstop SMS 08718725756 140ppm
984,spam,2p per min to call Germany 08448350055 from your BT line Just 2p per min Check PlanetTalkInstantcom for info  Ts  Cs Text stop to opt out
985,spam,Want explicit SEX in 30 secs Ring 02073162414 now Costs 20pmin
986,spam,Get 3 Lions England tone
987,spam,Todays Voda numbers ending 7548 are selected to receive a 350 award If you have a match please call 08712300220 quoting claim code 4041 standard rates app
988,legit,Whatsup there Dont u want to sleep
989,legit,Dear how is chechi Did you talk to her
990,legit,I plane to give on this month end
991,legit,Customer place i will call you
992,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or 250 cash every wk Txt POD to 84128 TsCs wwwtextpodnet custcare 08712405020
993,spam,U have a secret admirer who is looking 2 make contact with Ufind out who they Rreveal who thinks UR so specialcall on 09058094565
994,spam,88066 FROM 88066 LOST 3POUND HELP
995,legit,Dont worry I guess hes busy
996,spam,Last Chance Claim ur 150 worth of discount vouchers today Text SHOP to 85023 now SavaMob
997,spam,URGENT Your Mobile number has been awarded with a 2000 Bonus Caller Prize Call 09058095201 from land line Valid 12hrs only
998,legit,Eh u remember how 2 spell his name Yes i did He v naughty make until i v wet
999,legit,Every King Was Once A Crying Baby And Every Great Building Was Once A Map Not Imprtant Where U r TODAY
1000,spam,URGENT We are trying to contact U Todays draw shows that you have won a 800 prize GUARANTEED Call 09050001295 from land line Claim A21 Valid 12hrs only
1001,legit,U can call me now
1002,spam,As a Registered Subscriber yr draw 4 a 100 gift voucher will b entered on receipt of a correct ans When are the next olympics Txt ans to 80062
1003,legit,Great I hope you like your man well endowed I am  lt
1004,legit,Im tired of arguing with you about this week after week Do what you want and from now on
1005,spam,Call Germany for only 1 pence per minute Call from a fixed line via access number 0844 861 85 85 No prepayment Direct access wwwtelediscountcouk
1006,legit,Sorry
1007,legit,Fine if thats the way u feel Thats the way its gota b
1008,legit,Fair enough
1009,spam,Urgent Please call 09061213237 from landline 5000 cash or a luxury 4 Canary Islands Holiday await collection TCs SAE PO Box 177 M227XY 150ppm 16
1010,legit,Huh so late Fr dinner
1011,legit,Im ok wif it cos i like 2 try new things But i scared u dun like mah Cos u said not too loud
1012,legit,Good Good job I like entrepreneurs
1013,legit,Im back amp were packing the car now
1014,legit,True deari sat to pray evening and felt soso i smsd you in some time
1015,spam,Well done ENGLAND Get the official poly ringtone or colour flag on yer mobile text TONE or FLAG to 84199 NOW Optout txt ENG STOP Box39822 W111WX 150
1016,spam,You are being contacted by our dating service by someone you know To find out who it is
1017,spam,U are subscribed to the best Mobile Content Service in the UK for 3 per ten days until you send STOP to 83435 Helpline 08706091795
1018,legit,The message sent is askin for  lt
1019,legit,You available now Im like right around hillsborough amp  lt
1020,legit,Yes i will be there Glad you made it
1021,spam,URGENT We are trying to contact U Todays draw shows that you have won a 2000 prize GUARANTEED Call 09058094507 from land line Claim 3030 Valid 12hrs only
1022,legit,Sorry
1023,legit,Yes it completely in out of formclark also utter waste
1024,spam,Claim a 200 shopping spree
1025,spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
1026,spam,You are awarded a SiPix Digital Camera call 09061221061 from landline Delivery within 28days T Cs Box177 M221BP 2yr warranty 150ppm 16  p p399
1027,spam,Hottest pics straight to your phone See me getting Wet and Wanting
1028,legit,Thanks a lot for your wishes on my birthday Thanks you for making my birthday truly memorable
1029,spam,Had your contract mobile 11 Mnths Latest Motorola
1030,spam,URGENT You have won a 1 week FREE membership in our 100
1031,spam,Dear Voucher Holder
1032,spam,URGENT Your Mobile number has been awarded with a 2000 prize GUARANTEED Call 09061790126 from land line Claim 3030 Valid 12hrs only 150ppm
1033,legit,Whats up bruv
1034,spam,Shop till u Drop
1035,legit,Aft i finish my lunch then i go str down lor Ard 3 smth lor U finish ur lunch already
1036,legit,Mm that time you dont like fun
1037,legit,Too late I said i have the website I didnt i have or dont have the slippers
1038,legit,HEY GIRL HOW R U HOPE U R WELL ME AN DEL R BAK AGAIN LONG TIME NO C GIVE ME A CALL SUM TIME FROM LUCYxx
1039,legit,Men like shorter ladies Gaze up into his eyes
1040,legit,Happy New year my dear brother I really do miss you Just got your number and decided to send you this text wishing you only happiness Abiola
1041,spam,PRIVATE Your 2003 Account Statement for 07753741225 shows 800 unredeemed S I M points Call 08715203677 Identifier Code 42478 Expires 241004
1042,legit,You were supposed to wake ME up gt
1043,legit,I met you as a stranger and choose you as my friend As long as the world stands
1044,spam,SMS ac sun0819 posts HELLOYou seem cool
1045,spam,GSOH Good with SPAM the ladiesU could b a male gigolo 2 join the uks fastest growing mens club reply ONCALL mjzgroup 087143423992stop reply STOP msg150rcvd
1046,spam,URGENT Your mobile No  WON a 2
1047,legit,Im going for bath will msg you next  lt
1048,spam,A 400 XMAS REWARD IS WAITING FOR YOU Our computer has randomly picked you from our loyal mobile customers to receive a 400 reward Just call 09066380611 
1049,legit,Ummmawill call after check inour life will begin from qatar so pls pray very hard
1050,legit,lt
1051,legit,Cant think of anyone with  spare room off  top of my head
1052,legit,Cause Im not freaky lol
1053,legit,Thanks love But am i doing torch or bold
1054,legit,My sister cleared two round in birla soft yesterday
1055,legit,But am going to college pa What to do are else ill come there it self Pa
1056,legit,Have you got Xmas radio times If not i will get it now
1057,legit,O Well uv causes mutations Sunscreen is like essential thesedays
1058,legit,Get down in gandhipuram and walk to cross cut road Right side lt
1059,spam,For ur chance to win a 250 wkly shopping spree TXT SHOP to 80878 TsCs wwwtxt2shopcom custcare 08715705022
1060,legit,I take it the post has come then You must have 1000s of texts now Happy reading My one from wiv hello caroline at the end is my favourite Bless him
1061,spam,Promotion Number 8714714  UR awarded a City Break and could WIN a 200 Summer Shopping spree every WK Txt STORE to 88039  SkilGme TsCs087147403231WinawkAge16 150perWKsub
1062,legit,aathiwhere are you dear
1063,spam,SMS AUCTION  A BRAND NEW Nokia 7250 is up 4 auction today Auction is FREE 2 join  take part Txt NOKIA to 86021 now HGSuite3422Lands RowW1J6HL
1064,legit,Im sorry Ive joined the league of people that dont keep in touch You mean a great deal to me You have been a friend at all times even at great personal cost Do have a great week
1065,spam,Call 09095350301 and send our girls into erotic ecstacy Just 60pmin To stop texts call 08712460324 nat rate
1066,legit,Beerage
